FIPS,County,City,Year,Estimate,Primary Point
1964650,O'Brien,Primghar,July 01 2017,870,POINT (-95.6209034 43.0863786)
1972660,Dubuque,Sherrill,July 01 2014,177,POINT (-90.7841885 42.6043231)
1932160,Polk,Granger (pt.),July 01 2018,255,POINT (-93.8247737 41.7619744)
1974685,Warren,Spring Hill,April 01 2010,63,POINT (-93.6498879 41.4121875)
1904555,Mahaska,Barnes City (pt.),July 01 2021,134,POINT (-92.4696188 41.5070595)
1986385,Henry,Winfield,July 01 2022,178,POINT (-91.4380958 41.125855)
1932295,Montgomery,Grant,July 01 2023,82,POINT (-94.9850119 41.1427142)
1965010,Chickasaw,Protivin (pt.),April 01 2010,21,POINT (-92.0891446 43.2164283)
1952590,Pottawattamie,Minden,July 01 2024,581,POINT (-95.5411773 41.4683761)
1978510,Tama,Toledo,July 01 2015,2187,POINT (-92.5803168 41.9902131)
1999990,Buchanan,Balance of Buchanan County,July 01 2011,8177,
1919180,Webster,Dayton,July 01 2023,763,POINT (-94.0711394 42.262259)
1943500,Cherokee,Larrabee,July 01 2014,137,POINT (-95.5447369 42.8615008)
1910090,O'Brien,Calumet,July 01 2024,144,POINT (-95.5515151 42.9449608)
1937425,Hardin,Hubbard,July 01 2024,837,POINT (-93.3013025 42.3061102)
1933420,Guthrie,Guthrie Center,April 01 2020,1593,POINT (-94.4989474 41.6781243)
1999990,Fayette,Balance of Fayette County,April 01 2010,6665,
1904555,Mahaska,Barnes City (pt.),July 01 2012,159,POINT (-92.4696188 41.5070595)
1964020,Polk,Polk City,July 01 2021,5771,POINT (-93.7130589 41.7769994)
1986565,Buchanan,Winthrop,July 01 2023,820,POINT (-91.7380251 42.4702444)
1944985,Jefferson,Libertyville,July 01 2021,278,POINT (-92.0501957 40.9582432)
1984835,Henry,Westwood,July 01 2013,112,POINT (-91.6266238 40.9647732)
1949755,Marshall,Marshalltown,July 01 2016,27170,POINT (-92.9066945 42.0341021)
1942465,Calhoun,Lake City,July 01 2017,1666,POINT (-94.7310464 42.2676372)
1999990,Franklin,Balance of Franklin County,July 01 2011,3630,
1999990,Van Buren,Balance of Van Buren County,July 01 2024,4071,
1948540,Poweshiek,Malcom,July 01 2017,270,POINT (-92.5574629 41.7075959)
1944220,Tama,Le Grand (pt.),July 01 2012,0,POINT (-92.7749753 42.0066925)
1910045,Winneshiek,Calmar,July 01 2019,917,POINT (-91.8677508 43.1805636)
1928425,Winneshiek,Fort Atkinson,July 01 2011,345,POINT (-91.9347752 43.144115)
1977880,Cerro Gordo,Thornton,July 01 2022,395,POINT (-93.387069 42.9442074)
1926265,Audubon,Exira,July 01 2021,783,POINT (-94.8810861 41.5919759)
1985305,Hardin,Whitten,July 01 2022,99,POINT (-93.0096885 42.2625946)
1999990,Floyd,Balance of Floyd County,July 01 2018,5173,
1926400,Linn,Fairfax,July 01 2017,2666,POINT (-91.7758659 41.9227519)
1954930,Woodbury,Moville,July 01 2023,1695,POINT (-96.0679063 42.4894254)
1979950,Dallas,Urbandale (pt.),July 01 2017,10476,POINT (-93.7813726 41.6390015)
1977835,Keokuk,Thornburg,April 01 2020,45,POINT (-92.3327614 41.4553947)
1946335,Johnson,Lone Tree,April 01 2010,1300,POINT (-91.4262099 41.4866558)
1999990,Johnson,Balance of Johnson County,July 01 2012,21797,
1902755,Crawford,Arion,July 01 2017,109,POINT (-95.4623218 41.9481606)
1926400,Linn,Fairfax,July 01 2011,2256,POINT (-91.7758659 41.9227519)
1901585,Sioux,Alton,July 01 2021,1229,POINT (-96.0091236 42.9875003)
1956055,Benton,Newhall,July 01 2018,861,POINT (-91.9673411 41.9933287)
1907930,Page,Braddyville,July 01 2019,152,POINT (-95.0311862 40.5806312)
1949350,Cherokee,Marcus,July 01 2015,1059,POINT (-95.8068149 42.8223959)
1941610,Crawford,Kiron,April 01 2010,279,POINT (-95.3272682 42.1941298)
1915420,Louisa,Columbus Junction,July 01 2013,1889,POINT (-91.3650803 41.2787342)
1999990,Clinton,Balance of Clinton County,July 01 2016,8131,
1921180,Clinton,De Witt,July 01 2019,5192,POINT (-90.5438894 41.8224214)
1957360,Johnson,North Liberty,July 01 2023,21275,POINT (-91.610653 41.7439981)
1977970,Fremont,Thurman,April 01 2010,229,POINT (-95.7488095 40.8202236)
1971625,Woodbury,Sergeant Bluff,July 01 2017,4730,POINT (-96.3555039 42.4003181)
1904105,Palo Alto,Ayrshire,July 01 2013,138,POINT (-94.8335229 43.0395515)
1929280,Muscatine,Fruitland,July 01 2021,948,POINT (-91.1287744 41.347424)
1940935,Van Buren,Keosauqua,April 01 2020,936,POINT (-91.9605345 40.7346892)
1999990,Scott,Balance of Scott County,July 01 2012,15293,
1940350,Ringgold,Kellerton,July 01 2012,306,POINT (-94.0502485 40.7102575)
1955965,Buena Vista,Newell,July 01 2017,869,POINT (-95.0039777 42.609682)
1965550,Fayette,Randalia,July 01 2022,53,POINT (-91.8864465 42.8635957)
1974955,Buchanan,Stanley (pt.),July 01 2016,116,POINT (-91.8123104 42.6416487)
1904780,Chickasaw,Bassett,July 01 2019,63,POINT (-92.5157252 43.0620062)
1906805,Benton,Blairstown,July 01 2015,669,POINT (-92.0823291 41.9062103)
1939405,Bremer,Janesville (pt.),July 01 2022,936,POINT (-92.4629269 42.6458874)
1963840,Pocahontas,Plover,July 01 2013,75,POINT (-94.6222266 42.876712)
1941610,Crawford,Kiron,July 01 2014,277,POINT (-95.3272682 42.1941298)
1985845,Iowa,Williamsburg,July 01 2011,3075,POINT (-92.0098017 41.6679743)
1942825,Kossuth,Lakota,July 01 2014,288,POINT (-94.0963165 43.3786517)
1911305,Dubuque,Cascade (pt.),July 01 2017,1858,POINT (-91.0045814 42.3019211)
1999990,Madison,Balance of Madison County,July 01 2022,8540,
1901135,Kossuth,Algona,July 01 2018,5428,POINT (-94.2301199 43.0743166)
1967575,Fremont,Riverton,July 01 2015,278,POINT (-95.5686127 40.6868183)
1999990,Wapello,Balance of Wapello County,July 01 2015,7738,
1939135,Winneshiek,Jackson Junction,July 01 2012,58,POINT (-92.0462156 43.1013241)
1901135,Kossuth,Algona,July 01 2011,5524,POINT (-94.2301199 43.0743166)
1986520,Madison,Winterset,July 01 2018,5318,POINT (-94.013512 41.3455206)
1999990,Appanoose,Balance of Appanoose County,July 01 2012,4575,
1926985,Fremont,Farragut,July 01 2024,480,POINT (-95.4806851 40.7200068)
1941610,Crawford,Kiron,July 01 2013,281,POINT (-95.3272682 42.1941298)
1916635,Wayne,Corydon,July 01 2022,1514,POINT (-93.3174517 40.757426)
1914925,Linn,Coggon,July 01 2018,670,POINT (-91.5303669 42.2783061)
1959070,Keokuk,Ollie,July 01 2016,210,POINT (-92.0923057 41.1991478)
1972435,Butler,Shell Rock,July 01 2022,1280,POINT (-92.5818767 42.7122338)
1972345,Polk,Sheldahl (pt.),April 01 2020,143,POINT (-93.6967164 41.8642901)
1978600,Clinton,Toronto,July 01 2024,101,POINT (-90.8627574 41.9028894)
1979770,Johnson,University Heights,July 01 2019,1026,POINT (-91.5588548 41.6550607)
1999990,Buchanan,Balance of Buchanan County,July 01 2015,8170,
1932115,Louisa,Grandview,July 01 2017,535,POINT (-91.1882749 41.2772257)
1967440,Washington,Riverside,July 01 2012,1038,POINT (-91.536553 41.4981029)
1978735,Tama,Traer,July 01 2011,1687,POINT (-92.4641603 42.1907351)
1900370,Adair,Adair (pt.),April 01 2010,762,POINT (-94.6434132 41.5003898)
1932475,Sioux,Granville,July 01 2024,302,POINT (-95.8748315 42.9852282)
1999990,Monroe,Balance of Monroe County,April 01 2020,3273,
1900190,Franklin,Ackley (pt.),July 01 2017,37,POINT (-93.0527656 42.5518776)
1906985,Taylor,Blockton,July 01 2018,189,POINT (-94.4779281 40.6168175)
1923970,Mahaska,Eddyville (pt.),July 01 2011,223,POINT (-92.6297911 41.1592059)
1947055,Clayton,Luana,July 01 2023,304,POINT (-91.4557178 43.0594516)
1950935,Marion,Melcher-Dallas,July 01 2013,1270,POINT (-93.2411492 41.2274271)
1945660,Marshall,Liscomb,July 01 2011,304,POINT (-93.0061716 42.1910286)
1979410,Appanoose,Udell,July 01 2021,32,POINT (-92.7426983 40.7801811)
1922395,Dubuque,Dubuque,July 01 2023,58941,POINT (-90.7066112 42.5006649)
1955560,Pottawattamie,Neola,July 01 2016,860,POINT (-95.6173698 41.4515149)
1967440,Washington,Riverside,July 01 2016,1030,POINT (-91.536553 41.4981029)
1999990,Butler,Balance of Butler County,July 01 2016,5563,
1917265,Union,Creston,July 01 2013,7888,POINT (-94.3650388 41.0597298)
1937560,Humboldt,Humboldt,July 01 2024,4774,POINT (-94.2245141 42.7231707)
1959475,Sioux,Orange City,July 01 2014,6118,POINT (-96.0565364 43.0019143)
1943410,Lyon,Larchwood,July 01 2015,861,POINT (-96.4368372 43.4544239)
1999990,Keokuk,Balance of Keokuk County,July 01 2019,3788,
1902125,Jackson,Andrew,July 01 2024,374,POINT (-90.5919309 42.153216)
1901630,Polk,Altoona,July 01 2014,16573,POINT (-93.4768466 41.6468624)
1999990,Clinton,Balance of Clinton County,April 01 2010,8329,
1947370,Kossuth,Lu Verne (pt.),April 01 2020,228,POINT (-94.0836262 42.9092283)
1960555,Hardin,Owasa,July 01 2018,42,POINT (-93.2049961 42.4316875)
1957360,Johnson,North Liberty,July 01 2016,18517,POINT (-91.610653 41.7439981)
1999990,Cerro Gordo,Balance of Cerro Gordo County,April 01 2020,4964,
1911215,Pottawattamie,Carter Lake,July 01 2016,3799,POINT (-95.9169331 41.2884608)
1999990,Harrison,Balance of Harrison County,April 01 2020,6330,
1940935,Van Buren,Keosauqua,April 01 2010,1006,POINT (-91.9605345 40.7346892)
1969690,Dubuque,Sageville,July 01 2023,104,POINT (-90.7061464 42.5489155)
1919720,Clinton,Delmar,July 01 2024,5620,POINT (-90.6079678 41.9988013)
1999990,Lee,Balance of Lee County,July 01 2017,10372,
1983910,Polk,West Des Moines (pt.),July 01 2016,45189,POINT (-93.7802969 41.5527354)
1999990,Boone,Balance of Boone County,July 01 2019,8172,
1964200,Shelby,Portsmouth,July 01 2023,189,POINT (-95.5193136 41.6504163)
1978195,Ringgold,Tingley,July 01 2015,176,POINT (-94.195803 40.852747)
1972075,Taylor,Sharpsburg,July 01 2021,70,POINT (-94.640482 40.802969)
1902935,Emmet,Armstrong,July 01 2018,842,POINT (-94.4832066 43.3944094)
1987555,Story,Zearing,July 01 2024,508,POINT (-93.2971817 42.1589254)
1971625,Woodbury,Sergeant Bluff,July 01 2019,5127,POINT (-96.3555039 42.4003181)
1947010,Clinton,Low Moor,April 01 2020,250,POINT (-90.3542133 41.8023436)
1924870,Black Hawk,Elk Run Heights,July 01 2011,1126,POINT (-92.2500729 42.4661346)
1957630,Worth,Northwood,April 01 2010,1989,POINT (-93.2166459 43.444054)
1962985,Humboldt,Pioneer,July 01 2012,23,POINT (-94.3908921 42.6535255)
1944715,Louisa,Letts,July 01 2018,378,POINT (-91.23563 41.3298031)
1999990,Emmet,Balance of Emmet County,July 01 2022,1900,
1909820,Clinton,Calamus,April 01 2020,356,POINT (-90.7600146 41.8264945)
1952995,Harrison,Modale,July 01 2012,277,POINT (-96.0120201 41.6181928)
1928650,Clay,Fostoria,July 01 2022,232,POINT (-95.1549472 43.2429923)
1929775,Decatur,Garden Grove,July 01 2024,173,POINT (-93.6071931 40.8265786)
1942015,Marion,Knoxville,April 01 2010,7313,POINT (-93.1023566 41.3188166)
1959745,Mitchell,Osage,April 01 2010,3619,POINT (-92.8114161 43.2826461)
1947280,Boone,Luther,April 01 2010,122,POINT (-93.8200542 41.9669307)
1916140,Henry,Coppock (pt.),July 01 2016,29,POINT (-91.7150539 41.163535)
1985800,Hamilton,Williams,July 01 2023,300,POINT (-93.5410724 42.489213)
1999990,Poweshiek,Balance of Poweshiek County,July 01 2015,5572,
1903745,Cherokee,Aurelia,July 01 2012,1030,POINT (-95.4368477 42.7130665)
1964740,Scott,Princeton,July 01 2012,913,POINT (-90.3571712 41.6742514)
1921270,Ringgold,Diagonal,July 01 2011,328,POINT (-94.3421119 40.8104671)
1953850,Monona,Moorhead,July 01 2012,219,POINT (-95.850715 41.9243406)
1941475,Keokuk,Kinross,July 01 2017,71,POINT (-91.9873035 41.4588773)
1919585,Shelby,Defiance,July 01 2017,266,POINT (-95.3403538 41.8254177)
1999990,Woodbury,Balance of Woodbury County,July 01 2015,8155,
1968295,Calhoun,Rockwell City,July 01 2015,2129,POINT (-94.6289164 42.3981318)
1915465,Floyd,Colwell,April 01 2020,55,POINT (-92.5910417 43.1577091)
1999990,Hamilton,Balance of Hamilton County,July 01 2022,3557,
1954120,Louisa,Morning Sun,July 01 2014,826,POINT (-91.2505611 41.0941736)
1923385,Shelby,Earling,April 01 2010,437,POINT (-95.4189906 41.7761726)
1955335,Chickasaw,Nashua (pt.),July 01 2016,1611,POINT (-92.5417304 42.950168)
1949215,Clinton,Maquoketa (pt.),July 01 2022,0,POINT (-90.6650882 42.0598994)
1944985,Jefferson,Libertyville,July 01 2012,324,POINT (-92.0501957 40.9582432)
1959970,Winneshiek,Ossian,July 01 2016,806,POINT (-91.7648546 43.1467277)
1901540,Chickasaw,Alta Vista,July 01 2016,256,POINT (-92.4170267 43.1967709)
1958170,Jasper,Oakland Acres,July 01 2022,177,POINT (-92.821163 41.7204392)
1908065,Humboldt,Bradgate,April 01 2010,86,POINT (-94.4196235 42.8028773)
1901045,Hardin,Alden,July 01 2023,742,POINT (-93.380649 42.5105935)
1999990,Ida,Balance of Ida County,April 01 2010,2198,
1964110,Franklin,Popejoy,July 01 2021,75,POINT (-93.4278229 42.5938807)
1926400,Linn,Fairfax,July 01 2014,2442,POINT (-91.7758659 41.9227519)
1916500,Adams,Corning,July 01 2011,1618,POINT (-94.7395154 40.9929182)
1968340,Palo Alto,Rodman,July 01 2017,42,POINT (-94.5271834 43.0265898)
1917220,Howard,Cresco,July 01 2024,112,POINT (-92.1163502 43.3717573)
1906040,Boone,Berkley,July 01 2024,23,POINT (-94.113648 41.9464164)
1987420,Page,Yorktown,July 01 2011,90,POINT (-95.1543964 40.7353688)
1965010,Chickasaw,Protivin (pt.),July 01 2023,9,POINT (-92.0891446 43.2164283)
1999990,Guthrie,Balance of Guthrie County,July 01 2022,5085,
1944805,Cass,Lewis,July 01 2016,410,POINT (-95.0842834 41.3064931)
1966450,Humboldt,Renwick,April 01 2020,234,POINT (-93.9813336 42.8269157)
1955065,Clarke,Murray,July 01 2022,645,POINT (-93.9488848 41.0413552)
1929910,Clayton,Garnavillo,July 01 2017,725,POINT (-91.2364097 42.8661313)
1932115,Louisa,Grandview,July 01 2023,430,POINT (-91.1882749 41.2772257)
1983910,Warren,West Des Moines (pt.),July 01 2018,80,POINT (-93.7802969 41.5527354)
1942690,Sac,Lake View,July 01 2023,1134,POINT (-95.0407782 42.3046918)
1924915,Montgomery,Elliott,July 01 2011,346,POINT (-95.1628646 41.1493673)
1954840,Linn,Mount Vernon,April 01 2020,4527,POINT (-91.4243495 41.9229756)
1903520,Cass,Atlantic,July 01 2017,6680,POINT (-95.0138852 41.3956577)
1968565,Henry,Rome,July 01 2018,113,POINT (-91.6818867 40.9821661)
1966405,Plymouth,Remsen,July 01 2017,1637,POINT (-95.9724007 42.8148253)
1983550,Palo Alto,West Bend (pt.),July 01 2021,771,POINT (-94.4456756 42.9599409)
1952995,Harrison,Modale,July 01 2022,281,POINT (-96.0120201 41.6181928)
1901315,Butler,Allison,April 01 2010,1029,POINT (-92.7957606 42.7517481)
1951735,Des Moines,Middletown,July 01 2018,338,POINT (-91.262221 40.8273404)
1916635,Wayne,Corydon,July 01 2023,1534,POINT (-93.3174517 40.757426)
1937515,Sioux,Hull,July 01 2016,2271,POINT (-96.1336554 43.1894543)
1923475,Sac,Early,July 01 2019,515,POINT (-95.1523842 42.4614169)
1916725,Louisa,Cotter,July 01 2024,40,POINT (-91.4658078 41.2939949)
1971760,Wayne,Seymour,July 01 2021,639,POINT (-93.1211905 40.6824151)
1965055,Davis,Pulaski,July 01 2022,260,POINT (-92.2737906 40.6928807)
1963885,Cerro Gordo,Plymouth,April 01 2010,382,POINT (-93.1232438 43.2464338)
1999990,Benton,Balance of Benton County,July 01 2016,8811,
1954165,Grundy,Morrison,July 01 2011,94,POINT (-92.6732838 42.3429631)
1932565,Audubon,Gray,July 01 2013,61,POINT (-94.985948 41.8418311)
1983910,Madison,West Des Moines (pt.),July 01 2017,1,POINT (-93.7802969 41.5527354)
1999990,Webster,Balance of Webster County,July 01 2011,7558,
1964290,Clayton,Postville (pt.),July 01 2015,267,POINT (-91.5682128 43.0839487)
1999990,Clinton,Balance of Clinton County,July 01 2012,8306,
1939855,Worth,Joice,July 01 2013,213,POINT (-93.4581067 43.3647892)
1999990,Cherokee,Balance of Cherokee County,July 01 2016,3396,
1904195,Webster,Badger,July 01 2023,538,POINT (-94.1445463 42.6141459)
1984765,Fayette,West Union,July 01 2015,2396,POINT (-91.8132 42.9588918)
1914430,Clinton,Clinton,July 01 2022,24356,POINT (-90.2407895 41.8434359)
1902620,Butler,Aredale,July 01 2018,69,POINT (-93.0053681 42.8331955)
1953985,Appanoose,Moravia (pt.),April 01 2020,636,POINT (-92.8191273 40.8918338)
1954930,Woodbury,Moville,July 01 2011,1626,POINT (-96.0679063 42.4894254)
1942870,Jasper,Lambs Grove,July 01 2012,170,POINT (-93.0793489 41.700753)
1928650,Clay,Fostoria,July 01 2014,237,POINT (-95.1549472 43.2429923)
1972300,Shelby,Shelby (pt.),July 01 2011,607,POINT (-95.4505587 41.5066731)
1999990,Winnebago,Balance of Winnebago County,July 01 2011,2928,
1938055,Fremont,Imogene,July 01 2018,69,POINT (-95.427529 40.8790395)
1925095,Howard,Elma,July 01 2021,393,POINT (-92.4393341 43.2458725)
1925860,Emmet,Estherville,July 01 2013,6066,POINT (-94.8343632 43.3998352)
1983550,Kossuth,West Bend (pt.),July 01 2015,23,POINT (-94.4456756 42.9599409)
1945165,Howard,Lime Springs,July 01 2011,502,POINT (-92.2840819 43.4498475)
1975000,Montgomery,Stanton,July 01 2018,641,POINT (-95.1029513 40.9810147)
1907840,Sioux,Boyden,April 01 2010,707,POINT (-96.0030629 43.1889502)
1983910,Warren,West Des Moines (pt.),July 01 2021,226,POINT (-93.7802969 41.5527354)
1956100,Chickasaw,New Hampton,July 01 2022,3431,POINT (-92.3163583 43.0571675)
1948540,Poweshiek,Malcom,July 01 2023,262,POINT (-92.5574629 41.7075959)
1983280,Washington,Wellman,July 01 2018,1408,POINT (-91.8353706 41.469264)
1924780,Shelby,Elk Horn,July 01 2021,618,POINT (-95.0615601 41.5929843)
1980175,Jasper,Valeria,July 01 2012,56,POINT (-93.3255658 41.7297895)
1977835,Keokuk,Thornburg,July 01 2019,62,POINT (-92.3327614 41.4553947)
1977880,Cerro Gordo,Thornton,July 01 2015,408,POINT (-93.387069 42.9442074)
1959655,Dickinson,Orleans,April 01 2010,608,POINT (-95.0921803 43.4408207)
1953265,Jackson,Monmouth,July 01 2023,129,POINT (-90.8821601 42.0751031)
1913215,Wapello,Chillicothe,July 01 2023,78,POINT (-92.5303282 41.0860115)
1958665,Boone,Ogden,April 01 2020,2007,POINT (-94.0284384 42.0394235)
1969960,Jackson,St. Donatus,April 01 2020,120,POINT (-90.5420029 42.3622991)
1925005,Ringgold,Ellston,July 01 2013,39,POINT (-94.1087541 40.8404932)
1906805,Benton,Blairstown,July 01 2011,689,POINT (-92.0823291 41.9062103)
1999990,Buchanan,Balance of Buchanan County,July 01 2018,8147,
1931800,Palo Alto,Graettinger,April 01 2010,844,POINT (-94.7504243 43.2370707)
1943275,Allamakee,Lansing,July 01 2014,969,POINT (-91.2258567 43.3606897)
1999990,Keokuk,Balance of Keokuk County,July 01 2011,3828,
1983055,Keokuk,Webster,July 01 2017,70,POINT (-92.1715154 41.4378773)
1984180,Fayette,Westgate,July 01 2015,202,POINT (-91.9955964 42.7682394)
1912720,Lucas,Chariton,July 01 2011,4310,POINT (-93.3094486 41.0175751)
1914655,Tama,Clutier,July 01 2023,209,POINT (-92.4036082 42.0793295)
1999990,Marion,Balance of Marion County,July 01 2019,11975,
1906490,Madison,Bevington (pt.),July 01 2016,64,POINT (-93.7902373 41.3595466)
1909550,Des Moines,Burlington,July 01 2022,23606,POINT (-91.1248966 40.8071958)
1999990,Polk,Balance of Polk County,July 01 2014,28218,
1986880,Clarke,Woodburn,April 01 2020,146,POINT (-93.5962852 41.0108726)
1902620,Butler,Aredale,July 01 2019,69,POINT (-93.0053681 42.8331955)
1982650,Fayette,Waucoma,July 01 2022,227,POINT (-92.0341066 43.0554679)
1974505,Jackson,Springbrook,July 01 2024,145,POINT (-90.479117 42.1655919)
1999990,Fremont,Balance of Fremont County,July 01 2013,2792,
1903610,Sac,Auburn,July 01 2018,306,POINT (-94.8777258 42.2495688)
1957045,Page,Northboro,April 01 2010,58,POINT (-95.2936381 40.6080172)
1965505,Greene,Ralston (pt.),July 01 2022,2,POINT (-94.6293007 42.0417738)
1909685,Kossuth,Burt,April 01 2010,533,POINT (-94.2210539 43.1989094)
1956910,Floyd,Nora Springs (pt.),July 01 2024,1326,POINT (-93.0094807 43.1445424)
1912225,Jones,Center Junction,July 01 2023,249,
1946155,Harrison,Logan,July 01 2011,1513,POINT (-95.7916479 41.64514)
1981210,Benton,Vinton,July 01 2018,5089,POINT (-92.0260813 42.1638951)
1955065,Clarke,Murray,April 01 2020,684,POINT (-93.9488848 41.0413552)
1915195,Story,Collins,July 01 2018,474,POINT (-93.3082881 41.9019614)
1973065,Fremont,Sidney,July 01 2017,1040,POINT (-95.6442994 40.7459494)
1940890,Mahaska,Keomah Village,July 01 2022,107,POINT (-92.5367656 41.2885469)
1925815,Page,Essex,April 01 2010,798,POINT (-95.3038067 40.832679)
1908560,Butler,Bristow,July 01 2014,158,POINT (-92.9079267 42.7738236)
1975855,Clayton,Strawberry Point,July 01 2018,1224,POINT (-91.5349572 42.6803391)
1922215,Crawford,Dow City,July 01 2011,511,POINT (-95.4943457 41.9279982)
1937470,Black Hawk,Hudson,July 01 2013,2337,POINT (-92.4519085 42.4320012)
1963570,Decatur,Pleasanton,July 01 2018,44,POINT (-93.7430081 40.5824833)
1911485,Winneshiek,Castalia,July 01 2017,160,POINT (-91.6769622 43.1128048)
1973515,Boone,Slater (pt.),July 01 2017,0,POINT (-93.686299 41.8792234)
1974910,Hamilton,Stanhope,April 01 2010,422,POINT (-93.7960023 42.2889306)
1905095,Ringgold,Beaconsfield,April 01 2020,15,POINT (-94.0506804 40.8075746)
1944715,Louisa,Letts,July 01 2019,373,POINT (-91.23563 41.3298031)
1979185,Monona,Turin,July 01 2019,63,POINT (-95.9660243 42.020857)
1983280,Washington,Wellman,April 01 2010,1408,POINT (-91.8353706 41.469264)
1922800,Delaware,Dundee,July 01 2016,168,POINT (-91.5461458 42.5798507)
